mask,features,n_features,unique_groups,deterministic_groups,D_state,A_freq,B_unique_DeltaW,DeltaW_compression_rate
278,rank+stable_rank+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
279,frob2+rank+stable_rank+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
280,singular_values+out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
281,frob2+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
282,rank+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
283,frob2+rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
284,stable_rank+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
285,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
286,rank+stable_rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
287,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
288,in_strength_distribution+in_strength_vector,2,10538,9928,0.9421142531789714,0.9528795811518325,2200,0.14129586260733806
289,frob2+in_strength_distribution+in_strength_vector,3,10990,10812,0.9838034576888081,0.9747063817744446,2474,0.03434816549570652
290,rank+in_strength_distribution+in_strength_vector,3,10724,10284,0.958970533383066,0.9755553983302674,2365,0.07689305230288834
291,frob2+rank+in_strength_distribution+in_strength_vector,4,11056,10940,0.9895079594790159,0.9942691382481958,2488,0.02888368462138957
292,stable_rank+in_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
293,frob2+stable_rank+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
294,rank+stable_rank+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
295,frob2+rank+stable_rank+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
296,singular_values+in_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
297,frob2+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
298,rank+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
299,frob2+rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
300,stable_rank+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
301,frob2+stable_rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
302,rank+stable_rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
303,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
304,out_strength_distribution+in_strength_distribution+in_strength_vector,3,11178,11170,0.9992843084630524,0.9997877458610442,2526,0.014051522248243575
305,frob2+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11178,11170,0.9992843084630524,0.9997877458610442,2527,0.013661202185792365
306,rank+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11178,11170,0.9992843084630524,0.9997877458610442,2528,0.013270882123341154
307,frob2+rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11178,11170,0.9992843084630524,0.9997877458610442,2528,0.013270882123341154
308,stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
309,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
310,rank+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
311,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
312,singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
313,frob2+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
314,rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
315,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
316,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
317,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
318,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
319,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
320,in_out_strength_distribution+in_strength_vector,2,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
321,frob2+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
322,rank+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
323,frob2+rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
324,stable_rank+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
325,frob2+stable_rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
326,rank+stable_rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
327,frob2+rank+stable_rank+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
328,singular_values+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
329,frob2+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
330,rank+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
331,frob2+rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
332,stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
333,frob2+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
334,rank+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
335,frob2+rank+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
336,out_strength_distribution+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
337,frob2+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
338,rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
339,frob2+rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
340,stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
341,frob2+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
342,rank+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
343,frob2+rank+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
344,singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
345,frob2+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
346,rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
347,frob2+rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
348,stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
349,frob2+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
350,rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
351,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
352,in_strength_distribution+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
353,frob2+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
354,rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
355,frob2+rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
356,stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
357,frob2+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
358,rank+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
359,frob2+rank+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
360,singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
361,frob2+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
362,rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
363,frob2+rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
364,stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
365,frob2+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
366,rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
367,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
368,out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
369,frob2+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
370,rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
371,frob2+rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
372,stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
373,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
374,rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
375,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
376,singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
377,frob2+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
378,rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
379,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
380,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
381,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
382,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
383,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,8,11182,11174,0.9992845644786263,0.9997877458610442,2534,0.010928961748633892
384,out_strength_vector+in_strength_vector,2,11202,11202,1.0,1.0,2562,0.0
385,frob2+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
386,rank+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
387,frob2+rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
388,stable_rank+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
389,frob2+stable_rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
390,rank+stable_rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
391,frob2+rank+stable_rank+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
392,singular_values+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
393,frob2+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
394,rank+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
395,frob2+rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
396,stable_rank+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
397,frob2+stable_rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
398,rank+stable_rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
399,frob2+rank+stable_rank+singular_values+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
400,out_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
401,frob2+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
402,rank+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
403,frob2+rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
404,stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
405,frob2+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
406,rank+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
407,frob2+rank+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
408,singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
409,frob2+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
410,rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
411,frob2+rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
412,stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
413,frob2+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
414,rank+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
415,frob2+rank+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
416,in_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
417,frob2+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
418,rank+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
419,frob2+rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
420,stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
421,frob2+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
422,rank+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
423,frob2+rank+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
424,singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
425,frob2+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
426,rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
427,frob2+rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
428,stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
429,frob2+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
430,rank+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
431,frob2+rank+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
432,out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
433,frob2+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
434,rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
435,frob2+rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
436,stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
437,frob2+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
438,rank+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
439,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
440,singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
441,frob2+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
442,rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
443,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
444,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
445,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
446,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
447,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0,2562,0.0
448,in_out_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0,2562,0.0
449,frob2+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
450,rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
451,frob2+rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
452,stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
453,frob2+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
454,rank+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
455,frob2+rank+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
456,singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
457,frob2+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
458,rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
459,frob2+rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
460,stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
461,frob2+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
462,rank+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
463,frob2+rank+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
464,out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
465,frob2+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
466,rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
467,frob2+rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
468,stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
469,frob2+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
470,rank+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
471,frob2+rank+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
472,singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
473,frob2+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
474,rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
475,frob2+rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
476,stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0,2562,0.0
477,frob2+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
478,rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0,2562,0.0
479,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0,2562,0.0
480,in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0,2562,0.0
481,frob2+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
482,rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0,2562,0.0
