field_id,color_class,deltaW
420,48,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
421,48,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 1 1;-1 -1 -1 0 -1;0 0 0 0 0
422,95,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
423,48,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
424,48,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 1 1;0 0 0 0 0;0 0 0 0 0
425,444,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
426,433,0 -1 -1 -1 -1;1 0 1 1 1;1 1 0 3 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
427,434,0 -1 -1 -1 -1;1 0 1 1 1;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
428,216,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
429,254,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
430,490,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
431,254,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
432,491,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
433,107,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
434,135,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 0 -1;1 1 1 0 1;-1 -1 -1 -1 0
435,182,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
436,225,0 -1 -1 -1 -1;1 0 2 1 1;-1 -1 0 2 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
437,254,0 -1 -1 -1 -1;1 0 2 1 1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
438,445,0 -1 -1 -1 -1;1 0 2 1 1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
439,104,0 -1 -1 -1 -1;1 0 2 1 1;1 1 0 2 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
440,214,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
441,492,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
442,493,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
443,369,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
444,214,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
445,494,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
446,495,0 -1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;2 2 2 0 3;-1 -1 -1 -1 0
447,156,0 -1 -1 -1 -1;1 0 3 1 1;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
448,435,0 -1 -1 -1 -1;1 0 3 1 1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
449,106,0 -1 -1 -1 -1;1 0 3 1 1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
450,88,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
451,115,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
452,111,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
453,389,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
454,88,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
455,90,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
456,111,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
457,188,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;3 3 3 3 0
458,382,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
459,88,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
460,88,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
461,128,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
462,162,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
463,681,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
464,246,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
465,383,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 -1 -1;3 3 3 0 6;-1 -1 -1 -1 0
466,449,0 -1 -1 -1 -1;1 0 4 1 1;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
467,72,0 -1 -1 -1 -1;1 0 4 1 1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
468,126,0 -1 -1 -1 -1;1 0 4 1 1;0 0 0 2 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
469,239,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
470,239,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
471,33,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
472,496,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
473,370,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;4 4 4 4 0
474,239,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
475,239,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
476,663,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;1 1 1 0 2;-1 -1 -1 -1 0
477,28,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
478,497,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;2 2 2 0 3;-1 -1 -1 -1 0
479,498,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;2 2 2 0 4;-1 -1 -1 -1 0
480,426,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 -1 -1;4 4 4 0 4;-1 -1 -1 -1 0
481,239,0 -1 -1 -1 -1;2 0 2 2 2;-1 -1 0 0 -1;0 0 0 0 0;-1 -1 -1 -1 0
482,239,0 -1 -1 -1 -1;2 0 2 2 2;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
483,436,0 -1 -1 -1 -1;2 0 2 2 2;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
484,31,0 -1 -1 -1 -1;2 0 2 2 2;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
485,499,0 -1 -1 -1 -1;2 0 2 2 2;2 2 0 3 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
486,500,0 -1 -1 -1 -1;2 0 2 2 2;2 2 0 4 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
487,437,0 -1 -1 -1 -1;2 0 2 2 2;4 4 0 4 4;-1 -1 -1 0 -1;-1 -1 -1 -1 0
488,501,0 -1 -1 -1 -1;2 0 3 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
489,502,0 -1 -1 -1 -1;2 0 3 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
490,503,0 -1 -1 -1 -1;2 0 3 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
491,427,0 -1 -1 -1 -1;2 0 3 2 2;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
492,504,0 -1 -1 -1 -1;2 0 3 2 2;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
493,134,0 -1 -1 -1 -1;2 0 3 2 2;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
494,438,0 -1 -1 -1 -1;2 0 3 2 2;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
495,505,0 -1 -1 -1 -1;2 0 3 2 2;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
496,397,0 -1 -1 -1 -1;2 0 4 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
497,664,0 -1 -1 -1 -1;2 0 4 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
498,166,0 -1 -1 -1 -1;2 0 4 2 2;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
499,506,0 -1 -1 -1 -1;2 0 4 2 2;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
500,79,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
501,185,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
502,165,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
503,371,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;4 4 4 4 0
504,266,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
505,266,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
506,507,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
507,124,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
508,185,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
509,208,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
510,508,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
511,186,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
512,215,0 -1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
513,79,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
514,79,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
515,139,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
516,249,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
517,163,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
518,147,0 -1 -1 -1 -1;2 0 5 2 2;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
519,509,0 -1 -1 -1 -1;2 0 5 2 2;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
520,510,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
521,372,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
522,511,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
523,512,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;5 5 5 5 0
524,428,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
525,513,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;3 3 3 0 3;-1 -1 -1 -1 0
526,514,0 -1 -1 -1 -1;3 0 3 3 3;-1 -1 0 -1 -1;5 5 5 0 5;-1 -1 -1 -1 0
527,439,0 -1 -1 -1 -1;3 0 3 3 3;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
528,515,0 -1 -1 -1 -1;3 0 3 3 3;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
529,516,0 -1 -1 -1 -1;3 0 3 3 3;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
530,517,0 -1 -1 -1 -1;3 0 3 3 3;5 5 0 5 5;-1 -1 -1 0 -1;-1 -1 -1 -1 0
531,518,0 -1 -1 -1 -1;3 0 4 3 3;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
532,519,0 -1 -1 -1 -1;3 0 4 3 3;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
533,419,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
534,419,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
535,329,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
536,665,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
537,520,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;-1 -1 -1 0 -1;5 5 5 5 0
538,363,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
539,666,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 -1 -1;3 3 3 0 6;-1 -1 -1 -1 0
540,419,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 0 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
541,116,0 -1 -1 -1 -1;3 0 6 3 3;-1 -1 0 2 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
542,419,0 -1 -1 -1 -1;3 0 6 3 3;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
543,150,0 -1 -1 -1 -1;3 0 6 3 3;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
544,521,0 -1 -1 -1 -1;3 0 6 3 3;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
545,667,0 -1 -1 -1 -1;3 0 6 3 3;1 1 0 2 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
546,373,0 -1 -1 -1 -1;4 0 4 4 4;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
547,429,0 -1 -1 -1 -1;4 0 4 4 4;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
548,440,0 -1 -1 -1 -1;4 0 4 4 4;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
549,522,0 -1 -1 -1 -1;4 0 7 4 4;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
550,523,0 -1 -1 -1 -1;5 0 5 5 5;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
551,524,0 -1 -1 -1 -1;5 0 5 5 5;-1 -1 0 -1 -1;3 3 3 0 3;-1 -1 -1 -1 0
552,525,0 -1 -1 -1 -1;5 0 5 5 5;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
553,232,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
554,212,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
555,22,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
556,212,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;3 3 3 3 0
557,273,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
558,100,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
559,162,0 -1 0 -1 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;3 3 3 0 6;0 0 0 0 0
560,24,0 -1 0 -1 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
561,395,0 -1 0 -1 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;3 3 3 3 0
562,24,0 -1 0 -1 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;0 0 0 0 0
563,61,0 -1 0 -1 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
564,95,0 -1 0 -1 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;1 1 1 1 0
565,18,0 -1 0 -1 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;0 0 0 0 0
566,45,0 -1 0 -1 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
567,145,0 -1 0 -1 0;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
568,128,0 -1 0 -1 0;-1 0 -1 -1 -1;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
569,179,0 -1 0 -1 0;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 0;0 0 0 0 0
570,231,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
571,313,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 -1;0 0 0 0 0
572,231,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;-1 -1 -1 -1 0
573,342,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;1 1 1 1 0
574,658,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;2 2 2 2 0
575,168,0 -1 0 -1 0;-1 0 -1 -1 -1;3 3 0 3 3;1 1 1 0 4;-1 -1 -1 -1 0
576,22,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
577,212,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
578,22,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
579,24,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
580,20,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
581,273,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
582,31,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;1 1 1 1 0
583,24,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
584,30,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
585,155,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
586,111,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;1 1 1 1 0
587,162,0 -1 0 -1 0;-1 0 0 -1 -1;-1 -1 0 -1 -1;3 3 3 0 6;0 0 0 0 0
588,24,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
589,20,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;1 1 1 1 0
590,177,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;2 2 2 2 0
591,24,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;-1 -1 -1 -1 0
592,24,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;0 0 0 0 0
593,240,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;1 1 1 1 0
594,395,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 0;3 3 3 3 0
595,171,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
596,155,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
597,685,0 -1 0 -1 0;-1 0 0 -1 -1;0 0 0 0 0;3 3 3 0 6;-1 -1 -1 -1 0
598,45,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;1 1 1 1 0
599,341,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;3 3 3 3 0
600,18,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
601,238,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;0 0 0 0 0
602,95,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
603,341,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;3 3 3 3 0
604,145,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;-1 -1 -1 -1 0
605,35,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;-1 -1 -1 0 2;1 1 1 1 0
606,166,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;0 0 0 0 2;1 1 1 1 0
607,128,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
608,128,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;1 1 1 0 4;0 0 0 0 0
609,362,0 -1 0 -1 0;-1 0 0 -1 -1;1 1 0 1 1;3 3 3 0 6;-1 -1 -1 -1 0
610,680,0 -1 0 -1 0;-1 0 0 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;3 3 3 3 0
611,231,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
612,313,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;0 0 0 0 0
613,342,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;1 1 1 1 0
614,659,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;-1 -1 -1 0 0;3 3 3 3 0
615,421,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;1 1 1 0 4;-1 -1 -1 -1 0
616,660,0 -1 0 -1 0;-1 0 0 -1 -1;3 3 0 3 3;3 3 3 0 6;-1 -1 -1 -1 0
617,93,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
618,93,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
619,98,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
620,93,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
621,183,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;0 0 0 0 0
622,98,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 0;1 1 1 1 0
623,184,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
624,209,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 2;0 0 0 0 0
625,209,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;0 0 0 0 2;0 0 0 0 0
626,84,0 -1 0 -1 0;-1 0 2 -1 -1;-1 -1 0 -1 -1;1 1 1 0 4;-1 -1 -1 -1 0
627,226,0 -1 0 -1 0;-1 0 2 -1 -1;0 0 0 0 0;-1 -1 -1 0 2;-1 -1 -1 -1 0
628,392,0 -1 0 -1 0;-1 0 2 -1 -1;0 0 0 0 0;1 1 1 0 4;-1 -1 -1 -1 0
629,34,0 -1 0 -1 0;-1 0 2 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;-1 -1 -1 -1 0
630,37,0 -1 0 -1 0;-1 0 2 -1 -1;1 1 0 1 1;-1 -1 -1 0 0;1 1 1 1 0
631,49,0 -1 0 -1 0;-1 0 2 -1 -1;1 1 0 1 1;1 1 1 0 4;-1 -1 -1 -1 0
632,24,0 -1 0 -1 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
