field_id,color_class,deltaW
1496,161,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1497,101,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1498,162,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 1;0 0 0 0 0
1499,143,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1500,69,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 3;0 0 0 0 0
1501,374,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1502,442,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1503,96,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1504,142,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1505,128,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1506,83,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1507,79,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1508,125,0 1 -1 -1 -1;0 0 3 0 0;0 0 0 3 0;0 0 0 0 3;-1 -1 -1 -1 0
1509,121,0 1 -1 -1 -1;0 0 3 0 0;2 2 0 5 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1510,191,0 1 -1 -1 -1;0 0 3 0 0;2 2 0 5 2;-1 -1 -1 0 -1;0 0 0 0 0
1511,237,0 1 -1 -1 -1;0 0 3 0 0;2 2 0 5 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1512,164,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1513,32,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1514,240,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1515,103,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1516,165,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1517,166,0 1 -1 -1 -1;1 0 1 1 1;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1518,173,0 1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1519,166,0 1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1520,138,0 1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1521,557,0 1 -1 -1 -1;1 0 3 1 1;-1 -1 0 -1 -1;2 2 2 0 3;-1 -1 -1 -1 0
1522,167,0 1 -1 -1 -1;1 0 3 1 1;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1523,93,0 1 -1 -1 -1;1 0 3 1 1;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1524,558,0 1 -1 -1 -1;1 0 3 1 1;0 0 0 3 0;0 0 0 0 1;-1 -1 -1 -1 0
1525,243,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1526,264,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1527,264,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1528,345,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1529,559,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1530,244,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1531,88,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1532,88,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1533,280,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;-1 -1 -1 0 1;2 2 2 2 0
1534,163,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1535,281,0 1 -1 -1 -1;2 0 5 2 2;-1 -1 0 1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1536,141,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1537,97,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1538,135,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1539,99,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1540,184,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1541,186,0 1 -1 -1 -1;2 0 5 2 2;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1542,282,0 1 -1 -1 -1;2 0 5 2 2;2 2 0 5 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1543,227,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1544,227,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1545,560,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1546,265,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1547,265,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1548,164,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
1549,66,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1550,66,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1551,271,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1552,95,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1553,178,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1554,178,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1555,171,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;2 2 2 2 0
1556,336,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1557,198,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;0 0 0 0 0
1558,73,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1559,73,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1560,172,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1561,82,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;0 0 0 0 0
1562,173,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1563,174,0 1 0 0 0;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;0 0 0 0 0
1564,168,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1565,181,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1566,271,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1567,107,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 1;0 0 0 0 0
1568,73,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1569,122,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1570,145,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1571,150,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;0 0 0 0 0
1572,73,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 0;-1 -1 -1 -1 0
1573,89,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 0;0 0 0 0 0
1574,145,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 1;-1 -1 -1 -1 0
1575,150,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 1;0 0 0 0 0
1576,181,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1577,167,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1578,129,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1579,76,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 0;-1 -1 -1 -1 0
1580,76,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 0;0 0 0 0 0
1581,129,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 1;-1 -1 -1 -1 0
1582,561,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 1;0 0 0 0 0
1583,139,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 3;-1 -1 -1 -1 0
1584,562,0 1 0 0 0;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 3;0 0 0 0 0
1585,182,0 1 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1586,139,0 1 0 0 0;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1587,183,0 1 0 0 0;-1 0 1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1588,106,0 1 0 0 0;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;0 0 0 0 0
1589,40,0 1 0 0 0;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;0 0 0 0 0
1590,75,0 1 0 0 0;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1591,87,0 1 0 0 0;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1592,87,0 1 0 0 0;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1593,129,0 1 0 0 0;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1594,66,0 1 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1595,192,0 1 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1596,202,0 1 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1597,169,0 1 0 0 0;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1598,59,0 1 0 0 0;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1599,175,0 1 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1600,70,0 1 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1601,73,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1602,45,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1603,151,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1604,151,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 1;0 0 0 0 0
1605,73,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;0 0 0 0 0;-1 -1 -1 -1 0
1606,145,0 1 0 0 0;0 0 0 0 0;0 0 0 1 0;0 0 0 0 1;-1 -1 -1 -1 0
1607,181,0 1 0 0 0;0 0 0 0 0;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1608,137,0 1 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1609,184,0 1 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1610,139,0 1 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1611,168,0 1 0 0 0;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1612,30,0 1 0 0 0;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1613,206,0 1 0 0 0;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1614,131,0 1 0 0 0;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1615,201,0 1 0 0 0;0 0 1 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1616,195,0 1 0 0 0;0 0 1 0 0;0 0 0 1 0;0 0 0 0 3;-1 -1 -1 -1 0
1617,169,0 1 0 0 0;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1618,87,0 1 0 0 0;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1619,49,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1620,49,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1621,91,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1622,91,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1623,175,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1624,187,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1625,208,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;2 2 2 2 0
1626,145,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1627,209,0 1 0 0 0;0 0 3 0 0;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1628,104,0 1 0 0 0;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1629,187,0 1 0 0 0;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1630,152,0 1 0 0 0;0 0 3 0 0;-1 -1 0 1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1631,442,0 1 0 0 0;0 0 3 0 0;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1632,563,0 1 0 0 0;0 0 3 0 0;0 0 0 3 0;0 0 0 0 1;-1 -1 -1 -1 0
1633,152,0 1 0 0 0;1 0 3 1 1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1634,7,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1635,46,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1636,77,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1637,228,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1638,346,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;3 3 3 3 0
1639,176,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1640,46,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1641,53,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1642,77,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;1 1 1 1 0
1643,170,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;2 2 2 2 0
1644,74,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1645,74,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;0 0 0 0 0
1646,218,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1647,169,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 2;0 0 0 0 0
1648,283,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 2;2 2 2 2 0
1649,321,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;3 3 3 0 3;-1 -1 -1 -1 0
1650,119,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 0 -1;-1 -1 -1 0 -1;1 1 1 1 0
1651,122,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1652,188,0 1 1 1 1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1653,46,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1654,46,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1655,77,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;1 1 1 1 0
1656,170,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;2 2 2 2 0
1657,46,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1658,110,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1659,77,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;1 1 1 1 0
1660,74,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;1 1 1 0 1;-1 -1 -1 -1 0
1661,74,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;1 1 1 0 1;0 0 0 0 0
1662,169,0 1 1 1 1;-1 0 -1 -1 -1;0 0 0 0 0;2 2 2 0 2;-1 -1 -1 -1 0
1663,72,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1664,72,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;0 0 0 0 0
1665,111,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1666,72,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
1667,72,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 1 1;0 0 0 0 0;0 0 0 0 0
1668,92,0 1 1 1 1;-1 0 -1 -1 -1;1 1 0 3 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1669,220,0 1 1 1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1670,176,0 1 1 1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;0 0 0 0 0
1671,284,0 1 1 1 1;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;2 2 2 2 0
1672,176,0 1 1 1 1;-1 0 -1 -1 -1;2 2 0 2 2;0 0 0 0 0;-1 -1 -1 -1 0
1673,285,0 1 1 1 1;-1 0 -1 -1 -1;2 2 0 2 2;2 2 2 0 2;-1 -1 -1 -1 0
1674,375,0 1 1 1 1;-1 0 -1 -1 -1;3 3 0 3 3;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1675,172,0 1 1 1 1;-1 0 0 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1676,7,0 1 1 1 1;-1 0 0 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1677,46,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1678,53,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1679,77,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1680,170,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1681,53,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1682,53,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1683,77,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;1 1 1 1 0
1684,74,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1685,74,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;1 1 1 0 1;0 0 0 0 0
1686,169,0 1 1 1 1;0 0 0 0 0;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1687,46,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1688,105,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1689,77,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 0 -1;1 1 1 1 0
1690,61,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1691,105,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1692,74,0 1 1 1 1;0 0 0 0 0;0 0 0 0 0;1 1 1 0 1;-1 -1 -1 -1 0
1693,72,0 1 1 1 1;0 0 0 0 0;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1694,72,0 1 1 1 1;0 0 0 0 0;1 1 0 1 1;-1 -1 -1 0 -1;0 0 0 0 0
1695,72,0 1 1 1 1;0 0 0 0 0;1 1 0 1 1;0 0 0 0 0;-1 -1 -1 -1 0
1696,176,0 1 1 1 1;0 0 0 0 0;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1697,70,0 1 1 1 1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1698,70,0 1 1 1 1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1699,142,0 1 1 1 1;1 0 1 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1700,70,0 1 1 1 1;1 0 1 1 1;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1701,70,0 1 1 1 1;1 0 1 1 1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1702,70,0 1 1 1 1;1 0 1 1 1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1703,70,0 1 1 1 1;1 0 1 1 1;0 0 0 0 0;-1 -1 -1 0 -1;0 0 0 0 0
1704,70,0 1 1 1 1;1 0 1 1 1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1705,347,0 1 1 1 1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1706,145,0 1 1 1 1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 0;-1 -1 -1 -1 0
1707,407,0 1 1 1 1;1 0 2 1 1;-1 -1 0 -1 -1;-1 -1 -1 0 2;-1 -1 -1 -1 0
1708,233,0 1 1 1 1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1709,164,0 1 1 1 1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1710,286,0 1 1 1 1;2 0 2 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1711,164,0 1 1 1 1;2 0 2 2 2;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1712,287,0 1 1 1 1;2 0 2 2 2;-1 -1 0 -1 -1;2 2 2 0 2;-1 -1 -1 -1 0
1713,164,0 1 1 1 1;2 0 2 2 2;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1714,288,0 1 1 1 1;2 0 2 2 2;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
